Orthogroup	Arabidopsis_thaliana.TAIR10.pep.all	Mus_musculus-Cilia_proteome
OG0008970	AT1G74880.1 pep chromosome_TAIR10_1_28129828_28131077_-1 gene_AT1G74880 transcript_AT1G74880.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ndhO description_NAD_P_H-quinone oxidoreductase subunit O_ chloroplastic [Source_UniProtKB/Swiss-Prot;Acc_Q9S829]	
OG0008971	AT2G07779.1 pep chromosome_TAIR10_2_3254364_3255815_-1 gene_AT2G07779 transcript_AT2G07779.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT2G07779]	
OG0008972	AT2G26680.1 pep chromosome_TAIR10_2_11343766_11345540_-1 gene_AT2G26680 transcript_AT2G26680.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Expressed protein [Source_UniProtKB/TrEMBL;Acc_O48783]	
OG0008973	AT5G45040.1 pep chromosome_TAIR10_5_18175371_18176888_-1 gene_AT5G45040 transcript_AT5G45040.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_PETJ description_Cytochrome c6_ chloroplastic [Source_UniProtKB/Swiss-Prot;Acc_Q93VA3]	
OG0008974	AT2G39520.1 pep chromosome_TAIR10_2_16496813_16497621_1 gene_AT2G39520 transcript_AT2G39520.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Uncharacterized protein At2g39520 [Source_UniProtKB/TrEMBL;Acc_O80639]	
OG0008975	AT5G09876.1 pep chromosome_TAIR10_5_3079887_3080435_1 gene_AT5G09876 transcript_AT5G09876.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; FUNCTIONS IN_ molecular_function unknown; INVOLVED IN_ biological_process unknown; LOCATED IN_ cellular_component unknown; Ha. [Source_TAIR;Acc_AT5G09876]	
OG0008976	AT2G11522.1 pep chromosome_TAIR10_2_4622122_4622752_1 gene_AT2G11522 transcript_AT2G11522.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; LOCATED IN_ endomembrane system; Ha. [Source_TAIR;Acc_AT2G11522]	
OG0008977	AT3G60650.1 pep chromosome_TAIR10_3_22419115_22420517_1 gene_AT3G60650 transcript_AT3G60650.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Transmembrane protein [Source_UniProtKB/TrEMBL;Acc_F4JBX1]	
OG0008978	AT3G48344.1 pep chromosome_TAIR10_3_17902088_17902872_-1 gene_AT3G48344 transcript_AT3G48344.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT3G48344]	
OG0008979	AT1G06400.1 pep chromosome_TAIR10_1_1950596_1952880_-1 gene_AT1G06400 transcript_AT1G06400.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_RABA1A description_Ras-related protein RABA1a [Source_UniProtKB/Swiss-Prot;Acc_P28185]	
OG0008980	AT5G23115.1 pep chromosome_TAIR10_5_7777595_7777623_-1 gene_AT5G23115 transcript_AT5G23115.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0008981	AT5G44065.1 pep chromosome_TAIR10_5_17733485_17733774_1 gene_AT5G44065 transcript_AT5G44065.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT5G44065]	
OG0008982	AT1G61920.1 pep chromosome_TAIR10_1_22888452_22889037_1 gene_AT1G61920 transcript_AT1G61920.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Putative uncharacterized protein [Source_UniProtKB/TrEMBL;Acc_Q5XVH7]	
OG0008983	AT5G28885.1 pep chromosome_TAIR10_5_10896741_10898180_1 gene_AT5G28885 transcript_AT5G28885.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; CONTAINS InterPro DOMAIN/s_ Protein of unknown function DUF223 _InterPro_IPR003871_; Ha. [Source_TAIR;Acc_AT5G28885]	
OG0008984	AT1G64107.1 pep chromosome_TAIR10_1_23796066_23796589_-1 gene_AT1G64107 transcript_AT1G64107.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Defensin-like protein 269 [Source_UniProtKB/Swiss-Prot;Acc_Q2V4F4]	
OG0008985	AT4G28470.1 pep chromosome_TAIR10_4_14066731_14072582_-1 gene_AT4G28470 transcript_AT4G28470.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_RPN1B description_26S proteasome non-ATPase regulatory subunit 2 homolog B [Source_UniProtKB/Swiss-Prot;Acc_Q6XJG8]	
OG0008986	AT3G22990.1 pep chromosome_TAIR10_3_8163941_8166350_1 gene_AT3G22990 transcript_AT3G22990.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_LFR description_Armadillo repeat-containing protein LFR [Source_UniProtKB/Swiss-Prot;Acc_Q9LS90]	
OG0008987	AT4G23940.1 pep chromosome_TAIR10_4_12437108_12442030_1 gene_AT4G23940 transcript_AT4G23940.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_FTSHI1 description_Probable inactive ATP-dependent zinc metalloprotease FTSHI 1_ chloroplastic [Source_UniProtKB/Swiss-Prot;Acc_O22993]	
OG0008988	AT4G28180.1 pep chromosome_TAIR10_4_13982796_13983717_-1 gene_AT4G28180 transcript_AT4G28180.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At4g28180 [Source_UniProtKB/TrEMBL;Acc_Q9M0I9]	
OG0008989	AT3G01960.1 pep chromosome_TAIR10_3_323855_325346_-1 gene_AT3G01960 transcript_AT3G01960.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At3g01960 [Source_UniProtKB/TrEMBL;Acc_Q9S839]	
OG0008990	AT2G03410.1 pep chromosome_TAIR10_2_1033598_1036009_1 gene_AT2G03410 transcript_AT2G03410.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_MO25-like protein At2g03410 [Source_UniProtKB/Swiss-Prot;Acc_Q9ZQ77]	
OG0008991	AT5G35320.1 pep chromosome_TAIR10_5_13521746_13523506_1 gene_AT5G35320 transcript_AT5G35320.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_DBH-like monooxygenase [Source_UniProtKB/TrEMBL;Acc_O65233]	
OG0008992	AT5G28295.1 pep chromosome_TAIR10_5_10283282_10283777_-1 gene_AT5G28295 transcript_AT5G28295.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT5G28295]	
OG0008993	AT2G47270.1 pep chromosome_TAIR10_2_19411430_19412328_-1 gene_AT2G47270 transcript_AT2G47270.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_UPB1 description_UPB1 [Source_UniProtKB/TrEMBL;Acc_A0A178VV95]	
OG0008994	AT5G14105.1 pep chromosome_TAIR10_5_4551864_4553051_-1 gene_AT5G14105 transcript_AT5G14105.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At5g14105 [Source_UniProtKB/TrEMBL;Acc_Q8LEU9]	
OG0008995	AT4G10305.1 pep chromosome_TAIR10_4_6390669_6391116_-1 gene_AT4G10305 transcript_AT4G10305.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Reverse transcriptase [Source_UniProtKB/TrEMBL;Acc_A0A1P8B5L0]	
OG0008996	AT3G48210.1 pep chromosome_TAIR10_3_17849351_17851785_1 gene_AT3G48210 transcript_AT3G48210.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_SPC25 description_Kinetochore protein SPC25 homolog [Source_UniProtKB/Swiss-Prot;Acc_Q93VK9]	
OG0008997	AT3G04260.1 pep chromosome_TAIR10_3_1122948_1127581_-1 gene_AT3G04260 transcript_AT3G04260.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_PTAC3 description_Plastid transcriptionally active 3 [Source_UniProtKB/TrEMBL;Acc_F4J3M2]	
OG0008998	AT3G08610.1 pep chromosome_TAIR10_3_2615426_2616934_-1 gene_AT3G08610 transcript_AT3G08610.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1 [Source_UniProtKB/Swiss-Prot;Acc_Q9C9Z5]	
OG0008999	AT1G08780.1 pep chromosome_TAIR10_1_2809778_2811313_-1 gene_AT1G08780 transcript_AT1G08780.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_AIP3 description_Probable prefoldin subunit 4 [Source_UniProtKB/Swiss-Prot;Acc_Q9M4B5]	
OG0009000	AT2G35343.1 pep chromosome_TAIR10_2_14879752_14880124_-1 gene_AT2G35343 transcript_AT2G35343.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0009001	AT3G27520.1 pep chromosome_TAIR10_3_10192294_10193500_1 gene_AT3G27520 transcript_AT3G27520.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Cryptic loci regulator [Source_UniProtKB/TrEMBL;Acc_Q8LF87]	
OG0009002	AT5G60265.1 pep chromosome_TAIR10_5_24256375_24257699_1 gene_AT5G60265 transcript_AT5G60265.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0009003	AT5G36120.1 pep chromosome_TAIR10_5_14198586_14199431_-1 gene_AT5G36120 transcript_AT5G36120.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_CCB3 description_Protein COFACTOR ASSEMBLY OF COMPLEX C SUBUNIT B CCB3_ chloroplastic [Source_UniProtKB/Swiss-Prot;Acc_Q8RWM7]	
OG0009004	AT3G15670.1 pep chromosome_TAIR10_3_5309886_5310988_-1 gene_AT3G15670 transcript_AT3G15670.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_LEA29 description_Late embryogenesis abundant protein 29 [Source_UniProtKB/Swiss-Prot;Acc_Q9LW12]	
OG0009005	AT5G67490.1 pep chromosome_TAIR10_5_26934153_26934952_-1 gene_AT5G67490 transcript_AT5G67490.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At5g67490 [Source_UniProtKB/TrEMBL;Acc_Q8LCR1]	
OG0009006	AT1G31990.1 pep chromosome_TAIR10_1_11488002_11489318_1 gene_AT1G31990 transcript_AT1G31990.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Transmembrane protein [Source_UniProtKB/TrEMBL;Acc_Q56Y48]	
OG0009007	AT5G65225.1 pep chromosome_TAIR10_5_26062874_26068168_1 gene_AT5G65225 transcript_AT5G65225.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0009008	AT5G47200.1 pep chromosome_TAIR10_5_19166859_19169093_1 gene_AT5G47200 transcript_AT5G47200.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_RABD2B description_Ras-related protein RABD2b [Source_UniProtKB/Swiss-Prot;Acc_Q9FPJ4]	
OG0009009	AT3G28875.1 pep chromosome_TAIR10_3_10892804_10893379_1 gene_AT3G28875 transcript_AT3G28875.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C-like protein [Source_UniProtKB/TrEMBL;Acc_A0A1I9LNY2]	
OG0009010	AT4G39890.1 pep chromosome_TAIR10_4_18505919_18507703_1 gene_AT4G39890 transcript_AT4G39890.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_RABH1C description_RABH1c [Source_UniProtKB/TrEMBL;Acc_A0A178V1R4]	
OG0009011	ATMG01250.1 pep chromosome_TAIR10_Mt_310514_310882_1 gene_ATMG01250 transcript_ATMG01250.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ORF102 description_Uncharacterized mitochondrial protein AtMg01250 [Source_UniProtKB/Swiss-Prot;Acc_P92555]	
OG0009012	AT1G73720.1 pep chromosome_TAIR10_1_27724991_27730031_1 gene_AT1G73720 transcript_AT1G73720.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_SMU1 description_SMU1 [Source_UniProtKB/TrEMBL;Acc_A0A178WHG8]	
OG0009013	AT2G40700.1 pep chromosome_TAIR10_2_16976636_16979650_1 gene_AT2G40700 transcript_AT2G40700.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source_TAIR;Acc_AT2G40700]	
OG0009014	AT1G53633.1 pep chromosome_TAIR10_1_20017389_20017932_-1 gene_AT1G53633 transcript_AT1G53633.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; FUNCTIONS IN_ molecular_function unknown; INVOLVED IN_ biological_process unknown; LOCATED IN_ cellular_component unknown; Ha. [Source_TAIR;Acc_AT1G53633]	
OG0009015	AT2G04305.1 pep chromosome_TAIR10_2_1501372_1503827_-1 gene_AT2G04305 transcript_AT2G04305.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At2g04305/T23O15.7 [Source_UniProtKB/TrEMBL;Acc_Q8RY06]	
OG0009016	AT5G43150.1 pep chromosome_TAIR10_5_17324909_17325987_1 gene_AT5G43150 transcript_AT5G43150.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At5g43150 [Source_UniProtKB/TrEMBL;Acc_Q9FMG8]	
OG0009017	AT4G00895.1 pep chromosome_TAIR10_4_381788_382643_1 gene_AT4G00895 transcript_AT4G00895.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_ATPase_ F1 complex_ OSCP/delta subunit protein [Source_UniProtKB/TrEMBL;Acc_Q8W481]	
OG0009018	AT3G25014.1 pep chromosome_TAIR10_3_9114546_9114707_-1 gene_AT3G25014 transcript_AT3G25014.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT3G25014]	
OG0009019	ATMG00030.1 pep chromosome_TAIR10_Mt_11918_12241_1 gene_ATMG00030 transcript_ATMG00030.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ORF107A description_Uncharacterized mitochondrial protein AtMg00030 [Source_UniProtKB/Swiss-Prot;Acc_P93276]	
OG0009020	AT3G21640.1 pep chromosome_TAIR10_3_7618851_7621477_-1 gene_AT3G21640 transcript_AT3G21640.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_FKBP42 description_Peptidylprolyl isomerase [Source_UniProtKB/TrEMBL;Acc_A0A178V6X3]	
OG0009021	AT1G04778.1 pep chromosome_TAIR10_1_1339588_1340565_1 gene_AT1G04778 transcript_AT1G04778.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; FUNCTIONS IN_ molecular_function unknown; INVOLVED IN_ biological_process unknown; LOCATED IN_ cellular_component unknown; Ha. [Source_TAIR;Acc_AT1G04778]	
OG0009022	AT2G12461.1 pep chromosome_TAIR10_2_5049953_5050087_-1 gene_AT2G12461 transcript_AT2G12461.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT2G12461]	
OG0009023	AT1G24660.1 pep chromosome_TAIR10_1_8740205_8740469_1 gene_AT1G24660 transcript_AT1G24660.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0009024	AT5G43050.1 pep chromosome_TAIR10_5_17267838_17269172_1 gene_AT5G43050 transcript_AT5G43050.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_NPQ6 description_At5g43050 [Source_UniProtKB/TrEMBL;Acc_Q9FMH9]	
OG0009025	AT2G14660.1 pep chromosome_TAIR10_2_6272469_6273227_1 gene_AT2G14660 transcript_AT2G14660.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At2g14660 [Source_UniProtKB/TrEMBL;Acc_Q9ZVK5]	
OG0009026	AT1G05520.1 pep chromosome_TAIR10_1_1630849_1636018_-1 gene_AT1G05520 transcript_AT1G05520.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At1g05520/T25N20_16 [Source_UniProtKB/TrEMBL;Acc_Q8H0S3]	
OG0009027	AT4G03580.1 pep chromosome_TAIR10_4_1596985_1599091_1 gene_AT4G03580 transcript_AT4G03580.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Uncharacterized protein AT4g03580 [Source_UniProtKB/TrEMBL;Acc_Q9SY36]	
OG0009028	AT5G42970.1 pep chromosome_TAIR10_5_17237153_17240816_-1 gene_AT5G42970 transcript_AT5G42970.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_CSN4 description_At5g42970 [Source_UniProtKB/TrEMBL;Acc_Q1H5B6]	
OG0009029	AT5G44306.1 pep chromosome_TAIR10_5_17847199_17847549_-1 gene_AT5G44306 transcript_AT5G44306.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT5G44306]	
OG0009030	ATMG00720.1 pep chromosome_TAIR10_Mt_209499_209822_1 gene_ATMG00720 transcript_ATMG00720.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ORF107D description_Uncharacterized mitochondrial protein AtMg00720 [Source_UniProtKB/Swiss-Prot;Acc_P92513]	
OG0009031	AT4G00585.1 pep chromosome_TAIR10_4_250840_252598_-1 gene_AT4G00585 transcript_AT4G00585.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Transmembrane protein [Source_UniProtKB/TrEMBL;Acc_Q8VZT9]	
OG0009032	AT5G63110.1 pep chromosome_TAIR10_5_25315506_25318347_-1 gene_AT5G63110 transcript_AT5G63110.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_HDA6 description_SIL1 [Source_UniProtKB/TrEMBL;Acc_A0A384KCB8]	
OG0009033	AT3G19650.1 pep chromosome_TAIR10_3_6823316_6825350_1 gene_AT3G19650 transcript_AT3G19650.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At3g19650 [Source_UniProtKB/TrEMBL;Acc_Q9LJN1]	
OG0009034	AT1G22800.1 pep chromosome_TAIR10_1_8071789_8074357_1 gene_AT1G22800 transcript_AT1G22800.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Putative methyltransferase At1g22800_ mitochondrial [Source_UniProtKB/Swiss-Prot;Acc_O80543]	
OG0009035	AT3G56610.1 pep chromosome_TAIR10_3_20971586_20972084_-1 gene_AT3G56610 transcript_AT3G56610.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At3g56610 [Source_UniProtKB/TrEMBL;Acc_Q9LXX9]	
OG0009036	AT3G24575.1 pep chromosome_TAIR10_3_8968261_8968623_1 gene_AT3G24575 transcript_AT3G24575.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0009037	AT1G79530.1 pep chromosome_TAIR10_1_29915902_29919408_-1 gene_AT1G79530 transcript_AT1G79530.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_GAPCP1 description_Glyceraldehyde-3-phosphate dehydrogenase GAPCP1_ chloroplastic [Source_UniProtKB/Swiss-Prot;Acc_Q9SAJ6]	
OG0009038	AT5G55220.1 pep chromosome_TAIR10_5_22397457_22400856_1 gene_AT5G55220 transcript_AT5G55220.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_TIG description_Trigger factor-like protein TIG_ Chloroplastic [Source_UniProtKB/Swiss-Prot;Acc_Q8S9L5]	
OG0009039	AT2G07628.1 pep chromosome_TAIR10_2_3301041_3301624_1 gene_AT2G07628 transcript_AT2G07628.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0009040	AT5G28720.1 pep chromosome_TAIR10_5_10776131_10776952_1 gene_AT5G28720 transcript_AT5G28720.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Putative uncharacterized protein [Source_UniProtKB/TrEMBL;Acc_Q3E8W3]	
OG0009041	AT1G72645.1 pep chromosome_TAIR10_1_27348261_27349219_1 gene_AT1G72645 transcript_AT1G72645.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At1g72645 [Source_UniProtKB/TrEMBL;Acc_Q8RXY2]	
OG0009042	AT4G34910.1 pep chromosome_TAIR10_4_16631440_16635149_1 gene_AT4G34910 transcript_AT4G34910.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_RH16 description_DEAD-box ATP-dependent RNA helicase 16 [Source_UniProtKB/Swiss-Prot;Acc_Q9SW44]	
OG0009043	AT3G08520.1 pep chromosome_TAIR10_3_2586001_2586343_1 gene_AT3G08520 transcript_AT3G08520.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_RPL41G description_60S ribosomal protein L41 [Source_UniProtKB/Swiss-Prot;Acc_P62120]	
OG0009044	ATMG01370.1 pep chromosome_TAIR10_Mt_360717_361052_-1 gene_ATMG01370 transcript_ATMG01370.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ORF111D description_Uncharacterized mitochondrial protein AtMg01370 [Source_UniProtKB/Swiss-Prot;Acc_P92565]	
OG0009045	AT3G15518.1 pep chromosome_TAIR10_3_5249112_5249754_1 gene_AT3G15518 transcript_AT3G15518.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Putative uncharacterized protein [Source_UniProtKB/TrEMBL;Acc_Q8GYA5]	
OG0009046	AT4G14145.1 pep chromosome_TAIR10_4_8152248_8153678_-1 gene_AT4G14145 transcript_AT4G14145.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At4g14145 [Source_UniProtKB/TrEMBL;Acc_A0JPW4]	
OG0009047	AT2G07638.1 pep chromosome_TAIR10_2_3377163_3378213_1 gene_AT2G07638 transcript_AT2G07638.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0009048	AT3G05970.1 pep chromosome_TAIR10_3_1786279_1791887_-1 gene_AT3G05970 transcript_AT3G05970.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_LACS6 description_Long chain acyl-CoA synthetase 6_ peroxisomal [Source_UniProtKB/Swiss-Prot;Acc_Q8LPS1]	
OG0009049	AT5G56580.1 pep chromosome_TAIR10_5_22904622_22906764_-1 gene_AT5G56580 transcript_AT5G56580.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_MKK6 description_Mitogen-activated protein kinase kinase 6 [Source_UniProtKB/Swiss-Prot;Acc_Q9FJV0]	
